Debit Amount,مبلغ بدهکار,
Debit Amount in Account Currency,مبلغ بدهکار به ارز حساب,
Debit Amount in Reporting Currency,مبلغ بدهکار به ارز گزارش‌دهی,
Debit Amount in Transaction Currency,مبلغ بدهکار به ارز تراکنش,
Debit in Company Currency,بدهکار به ارز شرکت,
Debit to,بدهکار به,
Debit To,بدهکار به,
Debit-Credit mismatch,عدم تطابق بدهکار و بستانکار,
Debit-Credit Mismatch,عدم تطابق بدهکار و بستانکار,
Debug Log,گزارش اشکال‌زدایی,
Deduct Tax On Basis,کسر مالیات بر اساس,
Deducted From,کسرشده از,
Deductee Details,جزئیات کسرشونده,
Deductions or Loss,کسورات یا زیان,
Default,پیش‌فرض,
Default Account,حساب پیش‌فرض,
Default Accounts,حساب‌های پیش‌فرض,
Default Advance Account,حساب پیش‌فرض پیش‌پرداخت,
Default Advance Paid Account,حساب پیش‌فرض پیش‌پرداخت پرداختی,
Default Advance Received Account,حساب پیش‌فرض پیش‌پرداخت دریافتی,
Default Ageing Range,بازهٔ پیش‌فرض قدمت,
Default Amendment Naming,نام‌گذاری پیش‌فرض اصلاحیه,
Default App,برنامهٔ پیش‌فرض,
Default Bank Account,حساب بانکی پیش‌فرض,
Default Billing Rate,نرخ صورت‌حساب پیش‌فرض,
Default BOM,BOM پیش‌فرض,
Default Buying Cost Center,مرکز هزینهٔ خرید پیش‌فرض,
Default Buying Price List,لیست قیمت خرید پیش‌فرض,
Default Buying Terms,شرایط خرید پیش‌فرض,
Default Cash Account,حساب نقدی پیش‌فرض,
Default COGS Account,حساب بهای تمام‌شدهٔ کالای فروش‌رفتهٔ پیش‌فرض,
Default Common Code,کد مشترک پیش‌فرض,
Default Company,شرکت پیش‌فرض,
Default Cost Center,مرکز هزینهٔ پیش‌فرض,
Default Cost of Goods Sold Account,حساب پیش‌فرض بهای تمام‌شدهٔ کالای فروش‌رفته,
Default Costing Rate,نرخ هزینه‌یابی پیش‌فرض,
Default Currency,ارز پیش‌فرض,
Default Customer Group,گروه مشتریان پیش‌فرض,
Default Deferred Expense Account,حساب پیش‌فرض هزینهٔ معوق,
Default Deferred Revenue Account,حساب پیش‌فرض درآمد معوق,
Default Dimension,بُعد پیش‌فرض,
Default Discount Account,حساب تخفیف پیش‌فرض,
Default Distance Unit,واحد فاصلهٔ پیش‌فرض,
Default Email Template,الگوی ایمیل پیش‌فرض,
Default Expense Account,حساب هزینهٔ پیش‌فرض,
Default Finance Book,دفتر مالی پیش‌فرض,
Default Finished Goods Warehouse,انبار پیش‌فرض کالاهای ساخته‌شده,
Default Holiday List,فهرست تعطیلات پیش‌فرض,
Default In-Transit Warehouse,انبار پیش‌فرض در حال حمل,
Default Income Account,حساب درآمد پیش‌فرض,
Default Incoming,ورودی پیش‌فرض,
Default Inventory Account,حساب موجودی پیش‌فرض,
Default Item Group,گروه کالای پیش‌فرض,
Default Item Manufacturer,سازندهٔ پیش‌فرض کالا,
Default Letter Head,سربرگ پیش‌فرض,
Default Manufacturer Part No,شمارهٔ قطعهٔ سازندهٔ پیش‌فرض,
Default Material Request Type,نوع پیش‌فرض درخواست کالا,
Default Operating Cost Account,حساب هزینهٔ عملیاتی پیش‌فرض,
Default Outgoing,خروجی پیش‌فرض,
Default Payable Account,حساب پرداختنی پیش‌فرض,
Default Payment Discount Account,حساب تخفیف پرداخت پیش‌فرض,
Default Payment Request Message,پیام پیش‌فرض درخواست پرداخت,
Default Payment Terms Template,الگوی پیش‌فرض شرایط پرداخت,
Default Portal Home,صفحهٔ اصلی پیش‌فرض پورتال,
Default Price List,لیست قیمت پیش‌فرض,
Default Print Format,قالب چاپ پیش‌فرض,
Default Print Language,زبان چاپ پیش‌فرض,
Default Priority,اولویت پیش‌فرض,
Default Provisional Account,حساب موقت پیش‌فرض,
Default Provisional Account (Service),حساب موقت پیش‌فرض (خدمات),
Default Purchase Unit of Measure,واحد اندازه‌گیری خرید پیش‌فرض,
Default Quotation Validity Days,روزهای اعتبار پیش‌فرض پیش‌فاکتور,
Default Receivable Account,حساب دریافتنی پیش‌فرض,
Default Redirect URI,آدرس تغییرمسیر پیش‌فرض (URI),
Default Role at Time of Signup,نقش پیش‌فرض هنگام ثبت‌نام,
Default Sales Contact,رابط فروش پیش‌فرض,
Default Sales Unit of Measure,واحد اندازه‌گیری فروش پیش‌فرض,
Default Scrap Warehouse,انبار ضایعات پیش‌فرض,
Default Selling Cost Center,مرکز هزینهٔ فروش پیش‌فرض,
Default Selling Terms,شرایط فروش پیش‌فرض,
Default Service Level Agreement,توافق‌نامهٔ سطح خدمات پیش‌فرض,
Default Sort Field,فیلد مرتب‌سازی پیش‌فرض,
Default Sort Order,ترتیب مرتب‌سازی پیش‌فرض,
Default Source Warehouse,انبار مبدأ پیش‌فرض,
Default Stock UOM,واحد اندازه‌گیری انبار پیش‌فرض,
Default Stock Valuation Method,روش ارزش‌گذاری موجودی پیش‌فرض,
Default Supplier,تأمین‌کنندهٔ پیش‌فرض,
Default Supplier Group,گروه تأمین‌کنندهٔ پیش‌فرض,
Default Target Warehouse,انبار مقصد پیش‌فرض,
Default Template For Field,الگوی پیش‌فرض فیلد,
Default Territory,قلمرو پیش‌فرض,
Default Unit of Measure,واحد اندازه‌گیری پیش‌فرض,
Default User Role,نقش پیش‌فرض کاربر,
Default User Type,نوع پیش‌فرض کاربر,
Default Valuation Method,روش ارزش‌گذاری پیش‌فرض,
Default Value,مقدار پیش‌فرض,
Default View,نمای پیش‌فرض,
Default Warehouse,انبار پیش‌فرض,
Default Warehouse for Sales Return,انبار پیش‌فرض برای برگشت از فروش,
Default Workspace,فضای کاری پیش‌فرض,
Default Workstation,ایستگاه کاری پیش‌فرض,
Defaults,مقادیر پیش‌فرض,
DefaultValue,مقدار پیش‌فرض,
Deferred Accounting,حسابداری معوق,
Deferred Accounting Defaults,پیش‌فرض‌های حسابداری معوق,
Deferred Accounting Settings,تنظیمات حسابداری معوق,
Deferred Expense,هزینهٔ معوق,
Deferred Expense Account,حساب هزینهٔ معوق,
Deferred Revenue,درآمد معوق,
Deferred Revenue Account,حساب درآمد معوق,
Delay between Delivery Stops,تأخیر بین توقف‌های تحویل,
Delete,حذف,
Delete Accounting and Stock Ledger entries on deletion of transaction,حذف اسناد دفتر حسابداری و موجودی هنگام حذف تراکنش,
Delete Background Exported Reports After (Hours),حذف گزارش‌های برون‌ریزی‌شدهٔ پس‌زمینه پس از (ساعت),
Delete Bins,حذف Binها,
Delete Cancelled Ledger Entries,حذف اسناد دفتر لغوشده,
Delete Leads and Addresses,حذف سرنخ‌ها و نشانی‌ها,
Delete Transactions,حذف تراکنش‌ها,
Deleted,حذف‌شده,
Deleted DocType,نوع سند حذف‌شده,
Deleted Name,نام حذف‌شده,
Deletion Steps,مراحل حذف,
Delimiter options,گزینه‌های جداکننده,
Delimiter Options,گزینه‌های جداکننده,
DeLinked,لغو پیوند,
Deliver secondary Items,تحویل کالاهای ثانویه,
Delivered by Supplier,تحویل‌شده توسط تأمین‌کننده,
Delivered By Supplier,تحویل‌شده توسط تأمین‌کننده,
Delivered by Supplier (Drop Ship),تحویل‌شده توسط تأمین‌کننده (ارسال مستقیم),
Delivered Qty,مقدار تحویل‌شده,
Delivered Qty (in Stock UOM),مقدار تحویل‌شده (بر اساس واحد اندازه‌گیری انبار),
Delivery Date,تاریخ تحویل,
Delivery Details,جزئیات تحویل,
Delivery Note Item,کالای حوالهٔ تحویل,
Delivery Note No,شمارهٔ حوالهٔ تحویل,
Delivery Note Packed Item,کالای بسته‌بندی‌شدهٔ حوالهٔ تحویل,
Delivery Schedule Item,کالای زمان‌بندی تحویل,
Delivery Status,وضعیت تحویل,
Delivery Status Notification Type,نوع اعلان وضعیت تحویل,
Delivery Stop,توقف تحویل,
Delivery Stops,توقف‌های تحویل,
Delivery to,تحویل به,
Delivery To,تحویل به,
Delivery Warehouse,انبار تحویل,
Demand,تقاضا,
Demand Qty,مقدار تقاضا,
Demo Company,شرکت نمایشی (دمو),
Departure Time,زمان خروج,
Dependant SLE Voucher Detail No,شمارهٔ جزئیات سند SLE وابسته,
Dependencies,وابستگی‌ها,
Dependent Task,وظیفهٔ وابسته,
Dependent Tasks,وظایف وابسته,
Depends On,وابسته به,
Depends on Tasks,وابسته به وظایف,
Deposit,واریز وجه,
Depreciate based on daily pro-rata,استهلاک بر اساس تناسب روزانه,
Depreciate based on shifts,استهلاک بر اساس شیفت,
Depreciation,استهلاک,
Depreciation Amount,مبلغ استهلاک,
Depreciation Details,جزئیات استهلاک,
Depreciation Entry Posting Status,وضعیت ثبت استهلاک,
Depreciation Expense Account,حساب هزینهٔ استهلاک,
Depreciation Method,روش استهلاک,
Depreciation Options,گزینه‌های استهلاک,
Depreciation Posting Date,تاریخ ثبت استهلاک,
Depreciation Schedule View,نمای جدول زمان‌بندی استهلاک,
Depth,عمق,
description,شرح,
Description,شرح,
Description of Content,شرح محتوا,
Description Rules,قوانین شرح,
Designation,عنوان شغلی,
Desk Access,دسترسی به پیشخوان,
Desk Settings,تنظیمات پیشخوان,
Desk Theme,قالب پیشخوان,
Desktop Icon,نماد دسکتاپ,
Desktop Layout,چیدمان دسکتاپ,
Desktop Settings,تنظیمات دسکتاپ,
Detailed Reason,دلیل تفصیلی,
Details,جزئیات,
Detect CSV type,تشخیص نوع CSV,
Detected Amount Format,قالب مبلغ تشخیص‌داده‌شده,
Detected Date Format,قالب تاریخ تشخیص‌داده‌شده,
Detected Header Index,شمارهٔ ردیف سربرگ تشخیص‌داده‌شده,
Detected Transaction Ending Index,شمارهٔ ردیف پایانی تراکنش تشخیص‌داده‌شده,
Detected Transaction Starting Index,شمارهٔ ردیف شروع تراکنش تشخیص‌داده‌شده,
Determine Address Tax Category from,تعیین دستهٔ مالیاتی نشانی از,
Difference,تفاوت,
Difference (Dr - Cr),تفاوت (بدهکار - بستانکار),
Difference Account,حساب تفاوت,
Difference Amount,مبلغ تفاوت,
Difference Amount (Company Currency),مبلغ تفاوت (ارز شرکت),
Difference Posting Date,تفاوت تاریخ ثبت,
Digits,ارقام,
Dimension Defaults,پیش‌فرض‌های بُعد,
Dimension Details,جزئیات بُعد,
Dimension Filter Help,راهنمای فیلتر بُعد,
Dimension Name,نام بُعد,
Dimensions,ابعاد,
Directory Server,سرور دایرکتوری,
Disable,غیرفعال,
"Disable ""Consider Accounting Dimension"" Filter",غیرفعال‌سازی فیلتر «در نظرگرفتن بُعد حسابداری»,
Disable Auto Refresh,غیرفعال‌سازی به‌روزرسانی خودکار,
Disable Automatic Recency Filters,غیرفعال‌سازی فیلترهای خودکار اخیر,
Disable Capacity Planning,غیرفعال‌سازی برنامه‌ریزی ظرفیت,
Disable Change Log Notification,غیرفعال‌سازی اعلان گزارش تغییرات,
Disable Comment Count,غیرفعال‌سازی شمارش نظرات,
Disable Count,غیرفعال‌سازی شمارش,
Disable Cumulative Threshold,غیرفعال‌سازی آستانهٔ تجمعی,
Disable Document Sharing,غیرفعال‌سازی اشتراک‌گذاری سند,
Disable In Words,غیرفعال‌سازی نمایش به‌حروف,
Disable last purchase rate,غیرفعال‌سازی آخرین نرخ خرید,
Disable Product Suggestion,غیرفعال‌سازی پیشنهاد محصول,
Disable Rounded Total,غیرفعال‌سازی جمع گردشده,
Disable Scrolling,غیرفعال‌سازی پیمایش,
Disable Serial No and Batch selector,غیرفعال‌سازی انتخابگر شمارهٔ سریال و بچ,
Disable Sidebar Stats,غیرفعال‌سازی آمار نوار کناری,
Disable signups,غیرفعال‌سازی ثبت‌نام‌ها,
Disable SMTP server authentication,غیرفعال‌سازی احراز هویت سرور SMTP,
Disable Standard Email Footer,غیرفعال‌سازی پاورقی استاندارد ایمیل,
Disable System Update Notification,غیرفعال‌سازی اعلان به‌روزرسانی سیستم,
Disable Transaction Threshold,غیرفعال‌سازی آستانهٔ تراکنش,
Disable Username/Password Login,غیرفعال‌سازی ورود با نام کاربری/گذرواژه,
Disassembled Qty,مقدار ازهم‌بازشده,
Discount,تخفیف,
Discount (%) on Price List Rate with Margin,تخفیف (٪) روی نرخ لیست قیمت با حاشیهٔ سود,
Discount Account,حساب تخفیف,
Discount Amount,مبلغ تخفیف,
Discount and Margin,تخفیف و حاشیهٔ سود,
Discount Date,تاریخ تخفیف,
Discount on Other Item,تخفیف روی کالای دیگر,
Discount on Price List Rate (%),تخفیف روی نرخ لیست قیمت (٪),
Discount Percentage,درصد تخفیف,
Discount Settings,تنظیمات تخفیف,
Discount Type,نوع تخفیف,
Discount Validity,اعتبار تخفیف,
Discount Validity Based On,اعتبار تخفیف بر اساس,
Discounted Amount,مبلغ تخفیف‌خورده,
Discounted Invoice,فاکتور تخفیف‌خورده,
Discounts,تخفیف‌ها,
Discrepancy between General and Payment Ledger,مغایرت بین دفتر کل و دفتر پرداخت,
Discretionary Reason,دلیل اختیاری,
Discussion Reply,پاسخ بحث,
Discussion Topic,موضوع بحث,
Dislikes,پسندیده‌نشده‌ها,
Dispatch Address,نشانی ارسال,
Dispatch Address Details,جزئیات نشانی ارسال,
Dispatch Address Name,نام نشانی ارسال,
Dispatch Address Template,الگوی نشانی ارسال,
Dispatch Information,اطلاعات ارسال,
Dispatch Notification Attachment,پیوست اعلان ارسال,
Dispatch Notification Template,الگوی اعلان ارسال,
Dispatch Settings,تنظیمات ارسال,
Display,نمایش,
Display & Data Formatting,نمایش و قالب‌بندی داده‌ها,
Display Depends On,نمایش وابسته به,
Display Depends On (JS),نمایش وابسته به (JS),
Display Name,نام نمایشی,
Disposal Date,تاریخ واگذاری,
Distance,فاصله,
Distance from left edge,فاصله از لبهٔ چپ,
Distance from top edge,فاصله از لبهٔ بالا,
Distance UOM,واحد اندازه‌گیری فاصله,
Distribute Additional Costs Based On ,توزیع هزینه‌های اضافی بر اساس,
Distribute Charges Based On,توزیع هزینه‌ها بر اساس,
Distribute Equally,توزیع به‌طور مساوی,
Distributed Discount Amount,مبلغ تخفیف توزیع‌شده,
Distribution Frequency,دفعات توزیع,
Distribution Name,نام توزیع,
Do Not Create New User,کاربر جدید ایجاد نشود,
Do Not Explode,باز نشود,
Do not fetch incoming rate from Serial No,نرخ ورودی از شمارهٔ سریال دریافت نشود,
Do not update Serial / Batch on creation of auto bundle,شمارهٔ سریال/بچ هنگام ایجاد بستهٔ خودکار به‌روز نشود,
Do not update variants on save,تنوع‌ها هنگام ذخیره به‌روز نشوند,
Do not use Batch-wise Valuation,از ارزش‌گذاری بر اساس بچ استفاده نشود,
Doc Event,رویداد سند,
Doc Events,رویدادهای سند,
Doc Status,وضعیت سند,
Doc Values,مقادیر سند,
DocField,فیلد سند (DocField),
DocPerm,مجوز سند (DocPerm),
DocShare,اشتراک سند (DocShare),
Doctype,نوع سند (Doctype),
DocType Action,کنش نوع سند,
DocType Event,رویداد نوع سند,
DocType Layout,چیدمان نوع سند,
DocType Layout Field,فیلد چیدمان نوع سند,
DocType Link,پیوند نوع سند,
DocType State,حالت نوع سند,
DocType View,نمای نوع سند,
DocTypes To Delete,انواع سند برای حذف,
Document,سند,
Document Actions,عملیات سند,
Document Count,تعداد اسناد,
Document Follow,دنبال‌کردن سند,
Document Linking,پیونددهی سند,
Document Links,پیوندهای سند,
Document Name,نام سند,
Document Naming,نام‌گذاری سند,
Document Naming Rule,قانون نام‌گذاری سند,
Document Naming Rule Condition,شرط قانون نام‌گذاری سند,
Document Naming Settings,تنظیمات نام‌گذاری سند,
Document Share,اشتراک‌گذاری سند,
Document Share Key,کلید اشتراک‌گذاری سند,
Document Share Key Expiry (in Days),انقضای کلید اشتراک‌گذاری سند (روز),
Document States,وضعیت‌های سند,
Document Tag,برچسب سند,
Document Title,عنوان سند,
Document Type,نوع سند,
Document Type ,نوع سند,
Document Type to Track,نوع سند برای ردیابی,
Document Types,انواع سند,
Document Types (Select Permissions Only),انواع سند (فقط انتخاب مجوزها),
Document Types and Permissions,انواع سند و مجوزها,
Documentation Link,پیوند مستندات,
Documentation URL,آدرس مستندات (URL),
Domain,دامنه,
Domain Name,نام دامنه,
Domain Settings,تنظیمات دامنه,
Domains HTML,HTML دامنه‌ها,
Domestic GST Customer,مشتری مشمول مالیات کالا و خدمات داخلی,
Domestic GST Supplier,تأمین‌کنندهٔ مشمول مالیات کالا و خدمات داخلی,
Don't Create Loyalty Points,امتیاز وفاداری ایجاد نشود,
Don't Enforce Free Item Qty,مقدار کالای رایگان اجباری نشود,
Don't Override Status,وضعیت بازنویسی نشود,
Don't Recompute Tax,مالیات دوباره محاسبه نشود,
Don't reserve Sales Order qty on sales return,مقدار سفارش فروش هنگام برگشت از فروش رزرو نشود,
Don't Send Emails,ایمیل ارسال نشود,
Done,انجام‌شده,
Doors,درها,
Download Required Materials,دریافت مواد مورد نیاز,
Download Template,دریافت الگو,
Downtime,زمان توقف,
Downtime Reason,دلیل توقف,
Driver,راننده,
Driver Address,نشانی راننده,
Driver Email,ایمیل راننده,
Driver licence class,کلاس گواهی‌نامهٔ رانندگی,
Driver Name,نام راننده,
Driving License Categories,دسته‌بندی‌های گواهی‌نامهٔ رانندگی,
Driving License Category,دستهٔ گواهی‌نامهٔ رانندگی,
Drop Ship,ارسال مستقیم,
Dropdowns,منوهای کشویی,
DuckDB Sync,همگام‌سازی DuckDB,
DuckDB Sync Item,کالای همگام‌سازی DuckDB,
Due Date,تاریخ سررسید,
Due Date Based On,تاریخ سررسید بر اساس,
Dunning Amount,مبلغ اخطار بدهی,
Dunning Amount (Company Currency),مبلغ اخطار بدهی (ارز شرکت),
Dunning Fee,کارمزد اخطار بدهی,
Dunning Letter,نامهٔ اخطار بدهی,
Dunning Letter Text,متن نامهٔ اخطار بدهی,
Dunning Level,سطح اخطار بدهی,
Duration,مدت,
Duration (Days),مدت (روز),
Duration (ms),مدت (میلی‌ثانیه),
Dynamic Condition,شرط پویا,
Dynamic Filters,فیلترهای پویا,
Dynamic Filters JSON,فیلترهای پویا (JSON),
Dynamic Filters Section,بخش فیلترهای پویا,
Dynamic Link,پیوند پویا,
Dynamic Report Filters,فیلترهای گزارش پویا,
Dynamic Route,مسیر پویا,
Dynamic Template,الگوی پویا,
Edit Posting Date and Time,ویرایش تاریخ و زمان ثبت,
Edit Tax Withholding Entries,ویرایش اسناد مالیات تکلیفی,
Edit Values,ویرایش مقادیر,
Editable Grid,جدول قابل‌ویرایش,
Education,تحصیلات,
Educational Qualification,مدرک تحصیلی,
Element Selector,انتخاب‌گر عنصر,
email,ایمیل,
Email Account Name,نام حساب ایمیل,
Email Address,آدرس ایمیل,
Email Campaign For ,کمپین ایمیل برای,
Email Details,جزئیات ایمیل,
Email Digest,خلاصهٔ ایمیل,
Email Digest Recipient,گیرندهٔ خلاصهٔ ایمیل,
Email Digest Settings,تنظیمات خلاصهٔ ایمیل,
Email Flag Queue,صف پرچم ایمیل,
Email Footer Address,نشانی پاورقی ایمیل,
Email Group Member,عضو گروه ایمیل,
Email Header,سربرگ ایمیل,
Email Id,شناسهٔ ایمیل,
Email ID,شناسهٔ ایمیل,
Email IDs,شناسه‌های ایمیل,
Email Inbox,صندوق ورودی ایمیل,
Email me for these notification types,برای این نوع اعلان‌ها به من ایمیل بزن,
Email Queue Recipient,گیرندهٔ صف ایمیل,
Email Reply Help,راهنمای پاسخ ایمیل,
Email Retry Limit,حد تلاش مجدد ایمیل,
Email Rule,قانون ایمیل,
Email Sent,ایمیل ارسال شد,
Email Sent At,ایمیل ارسال‌شده در,
Email sent to,ایمیل ارسال شد به,
Email Settings,تنظیمات ایمیل,
Email Signature,امضای ایمیل,
Email Status,وضعیت ایمیل,
Email Sync Option,گزینهٔ همگام‌سازی ایمیل,
Email Threads on Assigned Document,رشته‌های ایمیل در سند تخصیص‌یافته,
Email To,ایمیل به,
Email Unsubscribe,لغو اشتراک ایمیل,
Email Verified,ایمیل تأییدشده,
Emails,ایمیل‌ها,
Embed HTML,جاسازی HTML,
Emergency Contact,تماس اضطراری,
Emergency Contact Name,نام تماس اضطراری,
Emergency Phone,تلفن اضطراری,
Employee,کارمند,
Employee ,کارمند,
Employee Detail,جزئیات کارمند,
Employee Education,تحصیلات کارمند,
Employee External Work History,سابقهٔ کار خارجی کارمند,
Employee Group,گروه کارمندان,
Employee Group Table,جدول گروه کارمندان,
Employee Internal Work History,سابقهٔ کار داخلی کارمند,
Employee Name,نام کارمند,
Employee Number,شمارهٔ کارمند,
Employee User Id,شناسهٔ کاربری کارمند,
Enable,فعال‌سازی,
Enable Accounting Dimensions,فعال‌سازی ابعاد حسابداری,
Enable Action Confirmation,فعال‌سازی تأیید عملیات,
Enable Address Autocompletion,فعال‌سازی تکمیل خودکار نشانی,
Enable Appointment Booking Through Portal,فعال‌سازی رزرو قرار ملاقات از طریق پورتال,
Enable Appointment Scheduling,فعال‌سازی زمان‌بندی قرار ملاقات,
Enable Auto Email,فعال‌سازی ایمیل خودکار,
Enable Auto Reply,فعال‌سازی پاسخ خودکار,
Enable Automatic Linking in Documents,فعال‌سازی پیونددهی خودکار در اسناد,
Enable Automatic Party Matching,فعال‌سازی تطبیق خودکار طرف حساب,
Enable Capital Work in Progress Accounting,فعال‌سازی حسابداری کار سرمایه‌ای در جریان ساخت,
Enable Comments,فعال‌سازی نظرات,
Enable Common Party Accounting,فعال‌سازی حسابداری طرف حساب مشترک,
Enable cut-off date on creating bulk Delivery Notes,فعال‌سازی تاریخ برش هنگام ایجاد گروهی حوالهٔ تحویل,
Enable Deferred Expense,فعال‌سازی هزینهٔ معوق,
Enable Deferred Revenue,فعال‌سازی درآمد معوق,
Enable discount accounting for selling,فعال‌سازی حسابداری تخفیف برای فروش,
Enable Discounts and Margin,فعال‌سازی تخفیف و حاشیهٔ سود,
Enable Dynamic Client Registration,فعال‌سازی ثبت‌نام پویای کلاینت,
Enable Email Notifications,فعال‌سازی اعلان‌های ایمیل,
Enable European Access,فعال‌سازی دسترسی اروپایی,
Enable Frappe CRM Data Synchronization,فعال‌سازی همگام‌سازی داده با Frappe CRM,
Enable Fuzzy Matching,فعال‌سازی تطبیق تقریبی (Fuzzy),
Enable Google indexing,فعال‌سازی ایندکس‌گذاری گوگل,
Enable Health Monitor,فعال‌سازی پایش سلامت,
Enable Immutable Ledger,فعال‌سازی دفتر تغییرناپذیر,
Enable in-app website tracking,فعال‌سازی ردیابی درون‌برنامه‌ای وب‌سایت,
Enable Incoming,فعال‌سازی ورودی,
Enable Item-wise Inventory Account,فعال‌سازی حساب موجودی بر اساس کالا,
Enable Loyalty Point Program,فعال‌سازی برنامهٔ امتیاز وفاداری,
Enable Onboarding,فعال‌سازی آشناسازی,
Enable Opportunity Creation from Contact Us,فعال‌سازی ایجاد فرصت فروش از «تماس با ما»,
Enable Outgoing,فعال‌سازی خروجی,
Enable Parallel Reposting,فعال‌سازی ثبت مجدد موازی,
Enable Password Policy,فعال‌سازی خط‌مشی گذرواژه,
Enable Perpetual Inventory,فعال‌سازی موجودی دائمی,
Enable Prepared Report,فعال‌سازی گزارش آماده‌شده,
Enable Print Server,فعال‌سازی سرور چاپ,
Enable Provisional Accounting For Non Stock Items,فعال‌سازی حسابداری موقت برای کالاهای غیرانباری,
Enable Push Notification Relay,فعال‌سازی رلهٔ اعلان فوری,
Enable Rate Limit,فعال‌سازی محدودیت نرخ درخواست,
Enable Raw Printing,فعال‌سازی چاپ خام,
Enable Scheduled Jobs,فعال‌سازی کارهای زمان‌بندی‌شده,
Enable Security,فعال‌سازی امنیت,
Enable Separate Reposting for GL,فعال‌سازی ثبت مجدد جداگانه برای دفتر کل,
Enable Shamsi (Jalali) Calendar,فعال‌سازی تقویم شمسی (جلالی),
Enable Snapshot Reports,فعال‌سازی گزارش‌های لحظه‌ای,
Enable Social Login,فعال‌سازی ورود با شبکه‌های اجتماعی,
Enable stock reservation,فعال‌سازی رزرو موجودی,
Enable Subscription,فعال‌سازی اشتراک,
Enable System Notification,فعال‌سازی اعلان سیستم,
Enable tracking sales commissions,فعال‌سازی ردیابی کمیسیون‌های فروش,
Enable Two Factor Auth,فعال‌سازی احراز هویت دومرحله‌ای,
Enable UTM,فعال‌سازی UTM,
Enable YouTube Tracking,فعال‌سازی ردیابی یوتیوب,
Enabled,فعال,
Encashment Date,تاریخ بازخرید,
Encrypt Backups,رمزگذاری پشتیبان‌ها,
End Date,تاریخ پایان,
End Date Field,فیلد تاریخ پایان,
End of Life,پایان عمر,
End Time,زمان پایان,
Ended At,پایان‌یافته در,
Endpoints,نقاط پایانی,
Ends on,پایان در,
Enforce Time Logs,اجباری‌کردن ثبت زمان,
Enqueued By,در صف قرارگرفته توسط,
Ensure Delivery Based on Produced Serial No,اطمینان از تحویل بر اساس شمارهٔ سریال تولیدشده,
Enter Form Type,نوع فرم را وارد کنید,
Entity,موجودیت,
Entity Type,نوع موجودیت,
Entry Type,نوع سند (Entry),
Equity/Liability Account,حساب حقوق صاحبان سهام/بدهی,
ERPNext User ID,شناسهٔ کاربری ERPNext,
Error,خطا,
Error Description,شرح خطا,
Error Message,پیام خطا,
Errors,خطاها,
Errors Notification,اعلان خطاها,
Estimated Arrival,زمان تقریبی رسیدن,
Estimated Cost,هزینهٔ تخمینی,
Estimated Time and Cost,زمان و هزینهٔ تخمینی,
Evaluate as Expression,ارزیابی به‌عنوان عبارت,
Evaluation Period,دورهٔ ارزیابی,
Event,رویداد,
Event Category,دستهٔ رویداد,
Event Date,تاریخ رویداد,
Event Frequency,دفعات تکرار رویداد,
Event Notifications,اعلان‌های رویداد,
Event Participants,شرکت‌کنندگان رویداد,
Event Reminders,یادآورهای رویداد,
Event Type,نوع رویداد,
Everyone,همه,
Exact Copies,کپی‌های دقیق,
Example,مثال,
Example URL,آدرس نمونه (URL),
Exception,استثنا,
Exception Budget Approver Role,نقش تأییدکنندهٔ استثنای بودجه,
Exchange Gain / Loss,سود/زیان تبدیل ارز,
Exchange Gain / Loss Account,حساب سود/زیان تبدیل ارز,
Exchange Gain/Loss,سود/زیان تبدیل ارز,
Exchange Rate,نرخ تبدیل ارز,
Exchange Rate Revaluation Account,حساب تجدید ارزیابی نرخ ارز,
Exchange Rate Revaluation Settings,تنظیمات تجدید ارزیابی نرخ ارز,
Excise Page Number,شمارهٔ صفحهٔ مالیات غیرمستقیم,
Excluded DocTypes,انواع سند مستثنا,
Excluded Fee,کارمزد مستثنا,
Execute,اجرا,
Exempted Role,نقش معاف,
Existing Company ,شرکت موجود,
Exit,خروج,
Exit Interview Held On,مصاحبهٔ خروج در تاریخ,
Expected Amount,مبلغ مورد انتظار,
Expected Closing Date,تاریخ اختتامیهٔ مورد انتظار,
Expected Delivery Date,تاریخ تحویل مورد انتظار,
Expected End Date,تاریخ پایان مورد انتظار,
Expected Hrs,ساعات مورد انتظار,
Expected Start Date,تاریخ شروع مورد انتظار,
Expected Time (in hours),زمان مورد انتظار (ساعت),
Expected Time Required (In Mins),زمان مورد نیاز مورد انتظار (دقیقه),
Expected Value After Useful Life,ارزش مورد انتظار پس از عمر مفید,
Expense,هزینه,
Expense Account,حساب هزینه,
Expense Head,سرفصل هزینه,
Expenses Added To Stock Account,هزینه‌های افزوده‌شده به حساب موجودی,
Expenses Added To Stock Contra Account,هزینه‌های افزوده‌شده به حساب متقابل موجودی,
Experimental,آزمایشی,
Expiration time,زمان انقضا,
Expire Notification On,انقضای اعلان در,
Expired,منقضی‌شده,
Expires,انقضا,
Expires In,منقضی می‌شود در,
Expires On,تاریخ انقضا,
Expiry Date,تاریخ انقضا,
Expiry Duration (in days),مدت انقضا (روز),
Expiry time of QR Code Image Page,زمان انقضای صفحهٔ تصویر کد QR,
Exploded Items,کالاهای بازشده,
Export,برون‌بری,
Export Customer,مشتری صادراتی,
Export From,برون‌بری از,
Export Sales - GST Free,فروش صادراتی - معاف از GST,
Export without main header,برون‌بری بدون سربرگ اصلی,
